1,3,372
2,2,65
3,3,17
4,2,471
5,1,234
6,2,254
7,2,489
8,3,275
9,1,408
10,3,421
11,3,223
12,3,257
13,3,319
14,2,410
15,1,80
16,2,472
17,2,200
18,3,298
19,2,228
20,2,231
21,2,383
22,3,18
23,1,191
24,3,443
25,1,507
26,3,60
27,1,168
28,3,420
29,3,416
30,1,302
31,2,390
32,3,58
33,1,301
34,1,199
35,2,138
36,3,493
37,1,398
38,2,424
39,2,336
40,2,307
41,3,459
42,1,266
43,1,59
44,3,155
45,3,462
46,2,142
47,1,109
48,1,132
49,2,407
50,3,271
51,3,483
52,1,40
53,2,321
54,1,372
55,2,364
56,2,321
57,2,112
58,1,39
59,1,364
60,1,388
61,3,154
62,3,215
63,2,468
64,3,23
65,2,457
66,3,249
67,3,238
68,3,6
69,1,184
70,3,426
71,2,50
72,1,228
73,2,320
74,3,360
75,3,465
76,2,206
77,2,378
78,3,386
79,1,317
80,1,27
81,3,62
82,1,510
83,2,140
84,1,117
85,2,306
86,1,331
87,1,95
88,3,267
89,2,233
90,1,269
91,2,415
92,3,75
93,3,348
94,1,258
95,2,87
96,1,143
97,2,357
98,2,55
99,3,180
100,3,258
101,2,445
102,2,347
103,1,321
104,3,68
105,1,180
106,3,404
107,2,374
108,3,275
109,2,384
110,2,205
111,2,440
112,2,213
113,2,289
114,3,35
115,2,27
116,3,430
117,2,129
118,3,500
119,2,359
120,1,105
121,1,150
122,2,435
123,3,34
124,3,402
125,3,356
126,2,442
127,2,441
128,3,202
129,3,433
130,1,268
131,3,75
132,2,393
133,2,402
134,2,58
135,3,504
136,3,346
137,2,281
138,1,359
139,1,328
140,1,241
141,1,203
142,3,461
143,1,145
144,3,348
145,2,212
146,1,270
147,3,299
148,1,276
149,2,98
150,1,54
151,1,455
152,1,435
153,3,18
154,3,306
155,3,15
156,2,172
157,1,208
158,1,94
159,1,153
160,2,412
161,1,78
162,1,452
163,3,258
164,1,349
165,2,184
166,3,400
167,1,272
168,1,128
169,1,293
170,2,116
171,1,178
172,3,377
173,1,263
174,2,423
175,1,457
176,1,350
177,3,187
178,2,142
179,1,476
180,3,229
181,1,65
182,2,41
183,2,237
184,3,252
185,1,295
186,1,486
187,3,6
188,1,103
189,2,440
190,3,173
191,2,355
192,3,80
193,1,430
194,2,387
195,1,372
196,3,318
197,2,432
198,3,410
199,2,377
200,3,333
201,1,326
202,3,316
203,3,503
204,2,323
205,1,42
206,3,145
207,2,205
208,1,153
209,3,45
210,1,511
211,1,124
212,1,118
213,1,111
214,3,149
215,1,426
216,1,320
217,3,268
218,1,228
219,3,496
220,2,321
221,3,506
222,1,67
223,1,169
224,3,503
225,1,117
226,3,468
227,3,108
228,3,319
229,1,488
230,1,296
231,2,469
232,2,8
233,2,43
234,2,229
235,2,59
236,1,230
237,1,141
238,3,402
239,1,268
240,3,100
241,1,19
242,2,32
243,2,175
244,2,213
245,2,341
246,1,221
247,1,492
248,3,7
249,1,294
250,2,492
251,3,333
252,2,45
253,1,395
254,3,163
255,1,509
256,2,307
257,2,343
258,1,193
259,3,81
260,3,429
261,3,302
262,3,453
263,3,108
264,3,396
265,1,449
266,3,362
267,1,10
268,3,507
269,2,373
270,2,199
271,1,272
272,2,445
273,2,264
274,1,364
275,2,279
276,2,480
277,2,289
278,2,350
279,1,247
280,1,413
281,3,73
282,2,483
283,2,504
284,2,457
285,2,326
286,1,439
287,2,326
288,2,131
289,3,381
290,1,360
291,2,268
292,3,96
293,2,417
294,3,92
295,3,425
296,1,445
297,3,178
298,2,83
299,3,99
300,1,150
301,2,42
302,1,43
303,2,20
304,1,472
305,1,506
306,3,233
307,3,383
308,1,484
309,3,510
310,3,86
311,3,26
312,1,439
313,2,121
314,2,450
315,3,372
316,2,29
317,3,66
318,2,217
319,1,157
320,1,273
321,3,356
322,1,270
323,2,114
324,1,160
325,1,31
326,1,87
327,3,273
328,2,109
329,3,105
330,3,490
331,2,60
332,2,323
333,2,386
334,1,214
335,1,33
336,3,298
337,3,331
338,3,383
339,3,384
340,2,441
341,3,187
342,2,329
343,2,492
344,1,162
345,3,295
346,1,14
347,3,174
348,3,215
349,3,411
350,2,85
351,2,160
352,3,510
353,1,60
354,1,177
355,2,301
356,1,382
357,1,311
358,3,331
359,1,186
360,3,206
361,2,402
362,3,235
363,3,142
364,2,386
365,2,502
366,3,201
367,1,165
368,2,243
369,1,112
370,2,459
371,1,430
372,1,352
373,3,3
374,2,228
375,2,2
376,3,239
377,2,503
378,1,204
379,3,78
380,3,9
381,3,200
382,2,364
383,1,336
384,2,47
385,2,456
386,2,293
387,1,35
388,1,175
389,2,155
390,3,281
391,1,324
392,3,349
393,2,279
394,3,191
395,1,223
396,1,197
397,2,48
398,2,297
399,2,392
400,1,334
401,1,21
402,1,119
403,2,316
404,1,283
405,2,10
406,2,355
407,1,294
408,1,416
409,3,509
410,2,497
411,1,376
412,2,356
413,1,107
414,2,221
415,2,358
416,3,151
417,1,192
418,1,414
419,3,93
420,2,493
421,1,268
422,3,142
423,3,85
424,2,75
425,2,421
426,3,41
427,3,70
428,2,489
429,2,27
430,1,268
431,1,202
432,1,443
433,3,184
434,1,266
435,1,37
436,2,272
437,3,188
438,1,371
439,2,21
440,3,212
441,2,380
442,3,95
443,3,279
444,2,499
445,3,413
446,1,485
447,1,44
448,3,264
449,2,436
450,2,203
451,2,372
452,3,208
453,3,208
454,2,146
455,1,395
456,1,113
457,2,425
458,2,130
459,1,244
460,2,313
461,1,117
462,3,185
463,3,151
464,1,46
465,2,462
466,3,320
467,2,473
468,3,353
469,2,114
470,3,409
471,1,177
472,3,245
473,1,44
474,1,338
475,2,425
476,3,91
477,2,453
478,2,454
479,1,471
480,3,378
481,2,103
482,1,106
483,3,120
484,3,297
485,3,159
486,2,450
487,3,508
488,3,180
489,2,466
490,1,360
491,2,67
492,1,227
493,3,223
494,3,365
495,1,481
496,2,153
497,1,355
498,3,221
499,2,96
500,1,201
501,1,288
502,1,24
503,3,444
504,2,97
505,3,501
506,1,88
507,2,386
508,3,406
509,3,227
510,3,457
511,1,95
512,2,476
513,2,436
514,3,345
515,3,340
516,2,486
517,2,275
518,2,155
519,2,39
520,3,502
521,2,19
522,2,247
523,2,310
524,1,507
525,2,111
526,2,418
527,2,379
528,2,250
529,2,56
530,2,512
531,1,6
532,2,442
533,2,5
534,1,335
535,3,276
536,1,410
537,2,51
538,3,452
539,3,407
540,1,46
541,2,99
542,2,456
543,3,213
544,3,94
545,1,491
546,2,47
547,1,190
548,3,100
549,3,156
550,3,28
551,2,114
552,3,389
553,1,288
554,2,118
555,2,390
556,3,497
557,3,187
558,2,463
559,1,429
560,3,488
561,3,101
562,2,508
563,2,385
564,2,505
565,1,475
566,2,165
567,2,101
568,3,497
569,3,371
570,2,420
571,1,199
572,2,509
573,3,111
574,1,299
575,3,319
576,1,63
577,2,436
578,1,78
579,2,152
580,3,85
581,3,493
582,2,235
583,2,32
584,1,1
585,3,113
586,1,406
587,2,297
588,2,149
589,3,370
590,1,433
591,2,80
592,2,412
593,3,123
594,3,166
595,2,156
596,1,184
597,3,395
598,2,488
599,1,104
600,3,179
601,2,440
602,3,310
603,1,419
604,2,100
605,1,444
606,1,116
607,3,238
608,3,281
609,3,368
610,2,375
611,3,223
612,2,22
613,2,239
614,1,249
615,3,204
616,1,206
617,1,195
618,1,31
619,3,95
620,1,141
621,3,102
622,3,12
623,3,356
624,2,387
625,2,290
626,1,49
627,3,350
628,1,311
629,1,346
630,3,309
631,3,149
632,3,213
633,2,313
634,1,215
635,1,184
636,1,268
637,1,476
638,3,315
639,2,346
640,3,174
641,2,280
642,2,481
643,2,271
644,1,399
645,2,46
646,3,422
647,2,93
648,3,509
649,3,278
650,2,36
651,1,49
652,1,83
653,2,30
654,2,243
655,1,44
656,3,71
657,3,315
658,3,380
659,3,435
660,2,478
661,3,153
662,3,348
663,1,353
664,1,289
665,1,416
666,2,129
667,1,338
668,1,292
669,1,17
670,3,189
671,1,373
672,1,305
673,2,156
674,1,200
675,3,13
676,3,398
677,3,207
678,1,106
679,2,386
680,3,187
681,1,47
682,1,190
683,2,387
684,1,439
685,2,231
686,3,136
687,1,194
688,1,90
689,3,127
690,3,233
691,1,404
692,3,471
693,1,474
694,3,194
695,3,245
696,2,225
697,3,461
698,2,184
699,2,205
700,2,280
701,1,152
702,1,214
703,2,391
704,2,24
705,1,198
706,2,395
707,3,145
708,3,419
709,3,251
710,2,498
711,2,171
712,1,61
713,1,154
714,1,314
715,1,152
716,1,466
717,2,102
718,2,71
719,3,52
720,1,262
721,2,162
722,1,436
723,2,433
724,1,306
725,2,412
726,2,199
727,3,101
728,1,271
729,1,22
730,3,511
731,3,85
732,3,208
733,3,127
734,2,397
735,3,392
736,1,357
737,2,157
738,3,311
739,2,11
740,1,129
741,3,212
742,1,459
743,1,383
744,2,299
745,1,296
746,2,209
747,2,283
748,1,394
749,3,422
750,3,194
751,1,279
752,2,505
753,3,242
754,1,451
755,1,150
756,1,375
757,3,381
758,2,428
759,3,361
760,1,509
761,3,263
762,1,208
763,3,310
764,1,110
765,3,500
766,1,278
767,2,502
768,2,371
769,2,316
770,3,159
771,2,16
772,2,209
773,2,480
774,2,130
775,2,213
776,3,397
777,3,495
778,2,218
779,2,167
780,3,140
781,2,425
782,2,492
783,1,166
784,3,336
785,2,117
786,3,509
787,2,88
788,2,205
789,1,491
790,2,246
791,3,149
792,1,389
793,2,163
794,2,16
795,2,413
796,3,393
797,3,273
798,3,83
799,3,299
800,3,324
801,2,64
802,3,245
803,2,61
804,3,154
805,1,256
806,2,77
807,2,302
808,2,313
809,3,461
810,2,387
811,3,466
812,2,201
813,3,121
814,2,477
815,1,85
816,3,35
817,3,143
818,3,287
819,2,186
820,2,398
821,3,84
822,3,82
823,3,22
824,3,435
825,3,36
826,1,512
827,3,489
828,1,234
829,1,308
830,3,481
831,3,317
832,1,331
833,3,155
834,2,213
835,1,166
836,1,278
837,1,220
838,3,41
839,1,429
840,1,190
841,1,106
842,3,255
843,3,434
844,2,113
845,2,186
846,1,20
847,3,494
848,2,404
849,2,32
850,2,270
851,2,471
852,3,106
853,3,470
854,2,251
855,2,226
856,2,500
857,3,59
858,2,436
859,2,107
860,2,199
861,2,203
862,2,402
863,3,78
864,3,187
865,1,510
866,3,483
867,3,184
868,2,270
869,2,214
870,3,391
871,2,398
872,2,209
873,3,177
874,3,321
875,2,487
876,1,112
877,3,439
878,2,315
879,3,38
880,3,89
881,1,288
882,2,175
883,1,332
884,2,256
885,3,114
886,2,412
887,2,122
888,3,194
889,2,466
890,1,266
891,3,436
892,1,387
893,2,420
894,1,123
895,3,364
896,2,338
897,3,183
898,2,217
899,3,168
900,2,444
901,2,120
902,3,105
903,1,33
904,3,59
905,3,473
906,3,44
907,3,294
908,2,364
909,2,501
910,2,368
911,2,438
912,1,203
913,3,200
914,1,57
915,3,476
916,3,248
917,1,185
918,1,184
919,2,283
920,3,461
921,3,331
922,2,279
923,1,349
924,3,231
925,1,446
926,1,371
927,2,483
928,2,420
929,3,15
930,2,32
931,1,340
932,3,36
933,2,358
934,3,9
935,2,320
936,2,64
937,3,224
938,3,72
939,1,60
940,2,322
941,1,70
942,3,260
943,1,245
944,3,368
945,2,44
946,1,9
947,3,414
948,3,424
949,2,510
950,1,397
951,2,122
952,2,172
953,2,65
954,3,292
955,1,333
956,3,480
957,2,158
958,2,23
959,3,282
960,3,493
961,2,300
962,1,224
963,2,179
964,1,239
965,1,462
966,3,1
967,3,73
968,1,404
969,3,144
970,1,506
971,3,413
972,2,254
973,2,337
974,1,450
975,2,496
976,2,8
977,1,349
978,1,505
979,3,161
980,3,39
981,3,263
982,3,374
983,2,252
984,1,8
985,2,459
986,1,30
987,1,388
988,1,186
989,3,280
990,2,82
991,2,235
992,1,342
993,2,116
994,3,153
995,1,184
996,2,203
997,2,348
998,1,490
999,1,407
1000,2,448
1001,1,506
1002,1,308
1003,2,359
1004,2,348
1005,3,428
1006,3,183
1007,3,258
1008,2,283
1009,2,267
1010,1,306
1011,1,23
1012,1,495
1013,1,318
1014,3,468
1015,3,367
